Wiki name,Wiki URL,Vertical,Image,Description
Borderlands Wiki,borderlands.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/5/56/Borderlands320.jpg,"Borderlands Wiki is a comprehensive database for the Borderlands video game series. The wiki is dedicated to collecting all information related to the franchise, such as weapons, items, classes, character builds, enemies, walkthroughs, and more."
MS Paint Adventures Wiki,mspaintadventures.wikia.com,Entertainment,http://images4.wikia.nocookie.net/joeplayground/images/9/9f/MSPAdventures320.jpg,"MS Paint Adventures Wiki is a community site for fans of MS Paint Adventures, a website that has several web comics by Andrew Hussie that include Jail Break, Bard Quest, Problem Sleuth, and Homestuck."
Wikianswers,answers.wikia.com,Lifestyle,http://images2.wikia.nocookie.net/joeplayground/images/0/07/Wikianswers320.jpg,"Wikianswers is a site where you can collaborate on the best answer to any question. So far, more than 800,000 questions have been asked, with hundreds of new questions being added everyday. Find your answer today."
Lostpedia,lostpedia.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/5/53/Lostpedia320.jpg,"Lostpedia is an unofficial fan site for ABC's hit show Lost, containing more than 7,000 pages that consist of massive amounts of theories, plotlines and cast information that was generated by the show's premise.  "
The Last Remnant Wiki,lastremnant.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/b/b5/LastRemnant320.jpg,"Last Remnant Wiki is a comprehensive database for the fans, by the fans who are dedicated to collecting all information related to The Last Remnant, such as characters, monsters, items, combat, quests, walkthroughs and more."
DC Universe Online Wiki,dcuniverseonline.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/2/26/DCUO320.jpg,"DC Universe Online Wiki is the premiere community resource for DC Universe Online, the MMORPG based on DC Comics. Here you will find all heroes, villains, powers, locations, guides, walkthroughs, character builds, and more."
Gundam Wiki (Japanese),ja.gundam.wikia.com,-,,(Japanese wiki)
Dead Frontier Wiki,deadfrontier.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/9/92/DeadFrontier320.jpg,"Dead Frontier Wiki is a fan-made wiki to collaborate on everything there is to know about Dead Frontier, the free-to-play, browser-based MMORPG. Whether it's weapons, items, bestiary, locations, story, stats, or levels, you'll find it here."
Ben 10 Wiki (Spanish),es.ben10.wikia.com,-,,(Spanish wiki)
Merlin Wiki,merlin.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/c/ca/Merlin320.jpg,"Merlin Wiki is a community database for the BBC and NBC television series Merlin, including extensive information about the characters, episodes, locations, spells, actors, creatures, and objects, plus blogs and more."
Barney Wiki,barney.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/c/c0/Barney320.jpg,"Barney Wiki is a fan-made site devoted to the award-winning television show, Barney & Friends. Whether you're looking for Barney characters, episodes, songs, albums, books, games, or toys, you'll find it here."
Dues Ex Wiki,deusex.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/4/44/DeusEx320.jpg,"Deus Ex Wiki is a comprehensive database of knowledge for the Deus Ex video game series containing detailed information on characters, weapons, locations, technology, augmentations, walkthroughs and more."
One Piece Wiki (Spanish),es.onepiece.wikia.com,-,,(Spanish wiki)
Wizard 101 Wiki,wizard101.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/6/66/Wizard101-320.jpg,"Wizard101 Wiki is a database of information about the free online game, Wizard101. Here you will find over 8,000 articles containing guides, pets, spells, quests, bosses, creatures, NPCs, crafting, gardening and more."
Soul Eater Wiki,souleater.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/5/5f/SoulEater320.jpg,"Soul Eater Wiki is a collaborative encyclopedia about Atsushi Ōkubo's Soul Eater franchise, containing everything you need to know about the manga chapters, anime episodes, characters, meisters, and more."
Total Drama Wiki,totaldrama.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/6/6a/TotalDrama320.jpg,"Total Drama Wiki is a community site devoted to Total Drama Island, Total Drama Action, Total Drama World Tour and Total Drama: Revenge of the Island, focusing on characters, episodes, eliminations, and teams from each series."
Vocaloid Wiki,vocaloid.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/4/49/Vocaloid320.jpg,"Vocaloid Wiki is a collaborative site dedicated to the exchanging of information on the Vocaloid program and sharing the passion of their music, such as such as Kaito, Hatsune Miku, Kamui Gakupo, Lola, Miriam, and many others."
Naruto Wiki (German),de.naruto.wikia.com,-,,(German wiki)
Touhou Project Wiki,touhou.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/8/88/Touhou320.jpg,"Touhou Project Wiki is a site devoted to material related to the Touhou game series, with a primary goal of providing users with a place to share their creations with fellow Touhou fans. Share yours today!"
Left 4 Dead Wiki,left4dead.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/4/4c/Left4Dead320.jpg,"Left 4 Dead Wiki is a comprehensive database for the Left 4 Dead video game series, dedicated to collecting all information related to the franchise, such as Survivors, Infected, campaigns, weapons, walkthroughs, and more."
Winx Club Wiki,winx.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/0/03/Winx320.jpg,"Winx Club Wiki is a community site about the fairies Bloom, Stella, Flors, Musa, Techna, Aisha, Roxy and the entire Winx Club franchise, which spans a television series, two movies, four TV specials, toys, games, music, and more."
Phineas and Ferb Wiki,phineasandferb.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/9/9f/PhineasAndFerb320.jpg,"Phineas and Ferb Wiki is a fan-made site centered around the popular Disney Channel TV show, Phineas and Ferb. The wiki has over 1,500 articles relating to the show, its episodes, characters, cast, crew, songs, and more. "
iCarly Wiki,icarly.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/8/8d/Icarly320.jpg,"iCarly Wiki is an active site for fans of the iCarly television show on Nickelodeon. Here you will find plenty of information on the characters, episodes, and cast, as well as more than 30,000 pictures."
Naruto Wiki (Polish),pl.naruto.wikia.com,-,,(Polish wiki)
Dead Rising Wiki,deadrising.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/b/bf/DeadRising320.jpg,"Dead Rising Wiki is a site that covers everything related to Dead Rising. Information is provided about characters, locations, weapons, maps, screenshots, videos, walkthroughs, guides, zombies, and more."
Dead Space Wiki,deadspace.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/9/97/DeadSpace320.jpg,"Dead Space wiki is the online encyclopedia created by the Dead Space community. It serves as the definitive source for the Dead Space franchise, covering the characters, necromoprhs, weapons, chapters, and much more."
6092,bakugan.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/9/97/Bakugan320.jpg,"Bakugan Wiki is collaborative database for the Bakugan franchise. Here you will find details on Bakugan Battle Brawlers and its sequels, characters, and episodes, as well as the associated Bakugan game."
Ben 10 Wiki (Portuguese),pt-br.ben10.wikia.com,-,,(Portuguese wiki)
Megami Tensei Wiki,megamitensei.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/f/fd/MegamiTensei320.jpg,"Megami Tensei Wiki is a site for fans of the Megami Tensei series of video games and its spin-offs. The wiki is dedicated to gathering information on the series, from characters to gameplay to merchandise and everything in between."
SNK Wiki,snk.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/c/c1/SNK320.jpg,"SNK Wiki is a site dedicated to information related to the games developed by SNK, such as The King of Fighters, Fatal Fury, Art of Fighting, Samurai Shodown, Last Blade, Savage Reign, Metal Slug and many others."
Twilight Saga Wiki,twilightsaga.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/9/99/Twilight320.jpg,"Twilight Saga Wiki is community-driven site whose goal it is to be a comprehensive source of knowledge for the Twilight series, covering the books and movies as well as the characters, covens, and more."
Uncharted Wiki,uncharted.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/7/7a/Uncharted320.jpg,"Uncharted Wiki is a collaborative encyclopedia about the Uncharted video game series, containing over 1,400 pages of information on characters, weapons, walkthroughs, multiplayer, books, and more."
Digimon Wiki (Spanish),es.digimon.wikia.com,-,,(Spanish wiki)
Seal Online Wiki,sealonline.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/a/ad/SealOnline320.jpg,"Seal Online Wiki is a database of knowledge for the MMORPG Seal Online. Its goal is to be the best resource for players by featuring guides and information on classes, equipment, quests, pets, monsters, areas, and more. "
Spyro Wiki,spyro.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/1/10/Spyro320.jpg,"Spyro Wiki is a site dedicated to collecting all information related to the Spyro series of video games, from the very first game to Skylanders. Whether you're looking for characters, enemies, bosses, or walkthroughs, you'll find it here."
The Big Bang Theory Wiki,bigbangtheory.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/1/1a/BigBangTheory320.jpg,"The Big Bang Theory Wiki is a site for fans of the popular CBS television series The Big Bang Theory. Here you will find plenty of information on the episodes, characters, cast, crew, and much more."
Street Fighter Wiki,streetfighter.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/8/82/StreetFighter320.jpg,"Street Fighter Wiki is an encyclopedia for the iconic fighting game series, Street Fighter. The wiki contains information on the main games, crossover games, characters, movies, animated series, and more."
Pixar Wiki,pixar.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/0/0c/Pixar320.jpg,"Pixar Wiki is a collaborative encyclopedia about the creative work of Pixar Animation Studios. The wiki includes knowledge of every feature film, short film, and TV series, documenting the characters, trivia, merchandise, and more."
The Fairly OddParents Wiki,fairlyoddparents.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/7/75/FairlyOddParents320.jpg,"The Fairly OddParents Wiki is a guide to Nickelodeon's ""The Fairly OddParents!"" that includes comprehensive information on characters including Timmy Turner, Poof, Cosmo, Wanda, Mr. Crocker, Vicky the Babysitter, and more. "
Reborn Wiki,reborn.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/f/fb/Reborn320.jpg,"Reborn Wiki is a community site created to give people an understanding and an interest in the anime and manga series, Katekyō Hitman Reborn! Here you will find details on the chapters, episodes, characters, and more."
Mobius Encyclopaedia,archiesonic.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/e/e0/Mobius320.jpg,"Mobius Encyclopaedia is a collaborative project to create the most accurate and accessible reference for everything related to the Archie Sonic the Hedgehog universe, featuring its people, cultures, technologies, and more."
Type-Moon Wiki,typemoon.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/2/29/TypeMoon320.jpg,"Type-Moon Wiki is a community site that hopes to archive all information about the universes created by Japanese game company, Type-Moon, best known for their visual novels. Categories include characters, magic, vampires, and more."
Tekken Wiki,tekken.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/e/eb/Tekken320.jpg,"Tekken Wiki is the ultimate guide for players and fans of the Tekken series of fighting games. The wiki contains information on all the games, fighters, characters, stages, moves, voice actors, and more."
BioShock Wiki,bioshock.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/f/f0/BioShock320.jpg,"BioShock Wiki is a database for the BioShock video game series. The wiki is dedicated to preserving all information related to the worlds of Rapture and Columbia, including characters, enemies, weapons, items, walkthroughs and more."
Witcher Wiki,witcher.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/2/25/Witcher320.jpg,"Witcher Wiki is a community site that aims to create the best resource for Witcher books by Andrzej Sapkowski, The Witcher games and other adaptations. Find extensive information on characters, monsters, places, quests and more."
Fable Wiki,fable.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/7/7f/Fable320.jpg,"Fable Wiki is a comprehensive database for the Fable video game series. The wiki is dedicated to collecting all information related to the franchise, such as characters, quests, locations, weapons, enemies and more."
Halo Wiki (Spanish),es.halo.wikia.com,-,,(Spanish wiki)
Camp Half-Blood Wiki,camphalfblood.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/8/8a/CampHalfBlood320.jpg,"Camp Half-Blood Wiki is the #1 source for the Camp Half-Blood universe, including the Percy Jackson and the Olympians books series, The Heroes of Olympus book series, The Lightning Thief movie and more."
Hot Wheels Wiki,hotwheels.wikia.com,Lifestyle,http://images3.wikia.nocookie.net/joeplayground/images/1/1b/HotWheels320.jpg,"Hot Wheels Wiki is a reference guide to Hot Wheels die-cast model cars, designers and variants where you can browse by year, series, manufacturer, designer or alphabetically. Collectors are encouraged to add their knowledge to the site."
Soulcalibur Wiki,soulcalibur.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/6/62/Soulcalibur320.jpg,"Soulcalibur Wiki is a site based on the Soul series of fighting games developed by Namco. It has information on all of the aspects of each game, such as characters, various weapons, stages, secrets, and more."
God of War Wiki,godofwar.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/1/17/GodOfWar320.jpg,"God of War Wiki is a collaborative encyclopedia for everything related to the God of War series. Here you will find detailed information on every game as well as the gods, titans, enemies, items, and more. "
Fullmetal Alchemist Wiki,fma.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/1/1b/FullmetalAlchemist320.jpg,"Fullmetal Alchemist Wiki is a free reference website for everything related to the Fullmetal Alchemist franchise, including extensive information on the manga chapters, anime episodes, video games, movies, and more."
SpongeBob SquarePants Wiki,spongebob.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/0/07/SpongeBob320.jpg,"SpongeBob SquarePants Wiki is a community database for everything related to SpongeBob SquarePants. The wiki features episodes, transcripts, characters, places, music, video games, merchandise, and more."
Kirby Wiki,kirby.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/9/94/Kirby320.jpg,"Kirby Wiki is the ultimate resource for everyone's favorite pink puffball, Kirby. Here you will find information related to Kirby's abilities, video games, characters, items, music, anime, and much more."
SmashWikia,super-smash-bros.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/a/af/SmashWikia320.jpg,"SmashWikia was created to compile a complete repository of information relating to the Super Smash Bros. franchise, including the games themselves, characters, stages, strategies and techniques, competitive play, and more."
GTA Wiki (Polish),pl.gta.wikia.com,-,,(Polish wiki)
Thomas the Tank Engine Wiki,ttte.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/6/60/Thomas320.jpg,"Thomas the Tank Engine Wiki is a site dedicated to the world's favourite tank engine, Thomas. With over 3,400 pages and 25,000 pictures, the wiki has extensive details on every character, episode and merchandise."
Gearspedia,gearsofwar.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/6/63/Gearspedia320.jpg,"Gearspedia is a site dedicated to the accumulation of canonical information about the Gears of War series of video games and related media. Everything you want to know about the COG, the Locust Horde or anything else can be found here."
Club Penguin Wiki,clubpenguin.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/d/d2/ClubPenguin320.jpg,"Club Penguin Wiki is a knowledge base for the popular online game, Club Penguin. The wiki's goal is to collect all aspects of the game including characters, places, items, events, mini-games, slang, and more. "
Degrassi Wiki,degrassi.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/d/dd/Degrassi320.jpg,"Degrassi Wiki is the community site that covers all four of the Degrassi television series, their characters, episodes, cast, and crew. You will also find a plethora of pictures, as the wiki has over 40,000 and counting."
Silent Hill Wiki,silenthill.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/c/c2/SilentHill320.jpg,"Silent Hill Wiki is a database that covers multiple aspects of the Silent Hill universe, including all of the video games, the 2006 film, and the comics, as well as character information, puzzle solutions, item descriptions and game synopses."
Dragon Ball Wiki (Spanish),es.dragonball.wikia.com,-,,(Spanish wiki)
GTA Wiki (German),de.gta.wikia.com,-,,(German wiki)
Warriors Wiki,warriors.wikia.com,Entertainment,http://images4.wikia.nocookie.net/joeplayground/images/6/6c/Warriors320.jpg,"Warriors Wiki is an active community site devoted to Firestar, Jayfeather, Fading Echoes and all of the cats of the Warriors series by Erin Hunter. Share your love and knowledge of the novels, short stories, manga, and clans."
Dofus Wiki (Spanish),es.dofuswiki.wikia.com,-,,(Spanish wiki)
Villains Wiki,villains.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/8/85/Villains320.jpg,"Villains Wiki is dedicated to creating a database of villains from all media, ranging from cartoons to movies, books, video games and comics. Without the villain, there is rarely a plot, and this wiki aims to showcase the characters we all love to hate. "
Star Wars Wiki (Russian),ru.starwars.wikia.com,-,,(Russian wiki)
Castlevania Wiki,castlevania.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/c/c6/Castlevania320.jpg,"Castlevania Wiki is a collaborative encyclopedia for everything related to the Castlevania series, including over 3,500 pages of information about the games, characters, monsters, locations, guides, soundtracks, and more."
(Chinese wiki),evchk.wikia.com,-,,(Chinese wiki)
Inciclopedia (Spanish),inciclopedia.wikia.com,-,,(Spanish wiki)
Smallville Wiki,smallville.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/9/91/Smallville320.jpg,"Smallville Wiki is a fan-made site dedicated to the CW television show, Smallville. Here you will find details on all the characters, relationships, seasons, episodes, cast, places, objects, as well as the latest news."
Charmed Wiki,charmed.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/8/85/Charmed320.jpg,"Charmed Wiki is a collaborative project to help create a definitive encyclopedia for the hit television show Charmed. The wiki contains information on characters, episodes, cast, crew, powers, novels, comics, and more. "
Mortal Kombat Wiki,mortalkombat.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/f/fd/MortalKombat320.jpg,"Mortal Kombat Wiki is a site dedicated to the Mortal Kombat series, featuring information about characters, locations, weapons, maps, screenshots, videos, walkthroughs, guides, fatalities, movies, and more."
Fire Emblem Wiki,fireemblem.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/6/63/FireEmblem320.jpg,"Fire Emblem Wiki is the definitive source of knowledge for the Fire Emblem franchice, containg information on the main games, spin-off games, characters, enemies, locations, weapons, items, races, music, and more."
Star Wars Wiki (Spanish),es.starwars.wikia.com,-,,(Spanish wiki)
Koei Wiki,koei.wikia.com,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/5/5b/Koei320.jpg,"Koei Wiki is a collaborative project where users can freely add information about anything related to Koei, especially their video game series, such as Dynasty Warriors, Samurai Warriors, Warriors Orochi, and more."
EVA Database,cnc.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/d/d3/EVAdatabase320.jpg,"EVA Database is a database focusing on the Command & Conquer video game series. You'll find all information related to the franchise, such as the games, organizations, characters, locations, arsenals, missions and more."
GTA Wiki (Spanish),es.gta.wikia.com,-,,(Spanish wiki)
South Park Archives,southpark.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/c/cd/SouthPark320.jpg,"South Park Archives is a community-generated website for the South Park series created by Matt Stone and Trey Parker. Find lots of information on Cartman, Kyle, Stan, Kenny and every other character, as well as episodes, trivia and more."
Half-Life Wiki,half-life.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/f/fa/HalfLife320.jpg,"Half-Life Wiki is a comprehensive encyclopedia focusing on the Half-Life and Portal universe by collecting information such as the games, characters, enemies, creatures, factions, locations, weapons, technology, and more."
Buffyverse Wiki,buffy.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/3/30/Buffy320.jpg,"Buffyverse Wiki is a community knowledge base devoted to Joss Whedon's Buffy the Vampire Slayer and its spin-off Angel. With 3,700 pages, you'll find details on characters, episode guides, novels, and comics from both series."
Forgotten Realms Wiki,forgottenrealms.wikia.com,Tabletop gaming,http://images2.wikia.nocookie.net/joeplayground/images/b/b4/ForgottenRealms320.jpg,Forgotten Realms Wiki is a collection of lore from the Forgotten Realms campaign setting for Dungeons & Dragons 4th edition and its predecessors. The wiki aims to provide a reference to the official source material released in the past decades.
Simpsons Wiki,simpsons.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/6/66/Simpsons320.jpg,"Simpsons Wiki is a collaborative database focusing on everything related to The Simpsons. With more than 8,000 pages, the wiki contains information on every character, episode, and location, as well as the movie, books, games, and more."
Inheriwiki,inheritance.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/e/e7/Inheritance320.jpg,"Inheriwiki is a community site serving as a comprehensive reference for the Inheritance Cycle franchise, including information on the books, characters, factions, places, dragons, organizations, and more."
Metal Gear Wiki,metalgear.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/6/64/MetalGear320.jpg,"Metal Gear Wiki is the ultimate resource of knowledge for the Metal Gear video game franchise. In addition to all canonical and non-canonical games, the wiki also covers remakes, updates, music, and even the people who develop the games."
Dofus Wiki,dofuswiki.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/5/54/Dofus320.jpg,"Dofus Wiki is a free content encyclopedia for the MMORPG, Dofus, with over 10,000 pages related to every aspect of the game including quests, classes, professions, locations, weapons, equipment, monsters, and much more."
Avatar Wiki,avatar.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/7/77/Avatar320.jpg,"Avatar Wiki is a fan-made resource for Avatar: The Last Airbender and Legend of Korra. Here you will find a wealth of information ranging from characters, organizations, locations, episodes, comics, video games, the movie, and everything else."
Warhammer 40k Wiki,warhammer40k.wikia.com,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/b/bb/Warhammer40k320.jpg,"Warhammer 40k Wiki is a collaborative project to create the most definitive and accurate reference for everything related to the Warhammer 40,000 universe."
Désencyclopédie (French),desencyclopedie.wikia.com,-,,(French wiki)
StarCraft Wiki,starcraft.wikia.com,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/9/9d/StarCraft320.jpg,"StarCraft Wiki is a community database dedicated to documenting the StarCraft universe. Within its 4,500 pages you'll find detailed information on the games, expansions, units, characters, races, storyline, and more. "
Transformers Wiki,transformers.wikia.com,Entertainment,http://images4.wikia.nocookie.net/joeplayground/images/6/6a/Transformers320.jpg,"Transformers Wiki is a knowledge base devoted to the Transformers franchise, covering the TV series, comic books, toys, real-life people, objects, technology, planets, and anything else related to Transformers."
Mega Man Knowledge Database,megaman.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/0/0a/MegaMan320.jpg,"Mega Man Knowledge Database is a community site for the Mega Man video game series. The wiki contains all information related to the franchise, such as the games, characters, enemies, items, cartoons, anime, comics, manga, and more."
Family Guy Wiki,familyguy.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/8/82/FamilyGuy320.jpg,"Family Guy Wiki is a fan-made site that aims to be the most comprehensive source of information on Family Guy, including character bios, episode guides, filmography, inside jokes, hidden messages, voice actors, and more."
Memory Beta,memory-beta.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/b/bf/MemoryBeta320.jpg,"Memory Beta is an encyclopedia of non-canonical Star Trek information, including novels, comic books, RPG sourcebooks, video games and any other licensed works. Read about culture, characters, technology, starships, and more."
Pro Wrestling Wiki,prowrestling.wikia.com,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/2/21/ProWrestling320.jpg,"Pro Wrestling Wiki is a collaborative project to create a dynamic resource for information on professional wrestling. It is a place to find general information about all your favorite professional wrestling promotions and personalities, past and present."
Diablo Wiki,diablo.wikia.com,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/4/4b/Diablo320.jpg,"Diablo Wiki is player-driven database containing more than 4,200 pages about the Diablo series of video games. For each game you will find walkthroughs and information on classes, skills, items, quests, monsters, and more."
One Wiki to Rule Them All,lotr.wikia.com,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/a/af/LOTR320.jpg,"One Wiki to Rule Them All is the definitive knowledge base for the Lord of the Rings books and films as well as anything related to J.R.R. Tolkien's fantasy universe of Middle-earth, including role-playing games, video games, and more."
TARDIS Index File,tardis.wikia.com,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/5/56/TARDIS320.jpg,"TARDIS Index File contains over 27,000 pages related to Doctor Who, Torchwood, The Sarah Jane Adventures, K9 and the rest of the Doctor Who universe. Here you wil find culture, society, locations, planets, species, and much more."
Stargate Wiki,stargate.wikia.com,Entertainment,http://images4.wikia.nocookie.net/joeplayground/images/1/11/Stargate320.jpg,"Stargate Wiki is a comprehensive database dedicated to Stargate:SG-1, Stargate:Atlantis, Stargate:Universe, Stargate:Infinity, and the Stargate movies, books, and games. Information covers characters, cast, planets, races, and more."
Memory Alpha (German),de.memory-alpha.org,-,,(German wiki)
Scratchpad Wiki,scratchpad.wikia.com,-,,-